"","OID","GPS_Lon","GPS_Lat","Lon_UTM","Lat_UTM","date","md","month","year","data_source","hyd_bin","Topo_DEM","dem_source","NOAA_Station","station_lat","station_lon","station_id","Daily_WL","Daily_D","Monthly_HWL","Monthly_HD","Monthly_LWL","Monthly_LD","Monthly_MWL","Monthly_MD","Dist_NearBL","Dist_NearEFB","MeanREI","MeanFetch","medianVH","medianVV","medianVH_VV_ratio","medianNDVI","medianNDWI"
"11",680,-84.2442629995377,46.2137470021225,249763.807710919,5122913.92512213,"2015-07-31","07-31",7,2015,"GLRI",1,176.7225342,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.71,-0.012534200000005,176.827,0.104465799999986,176.566,-0.15653420000001,176.72,-0.002534200000014,2818.81289793053,0,5155.81298828125,1210.3583984375,-18.1596424713794,-4.45551381119917,4.04761254817697,NA,NA
"12",710,-84.246169999346,46.2161499960256,249627.655723373,5123186.92713481,"2015-07-31","07-31",7,2015,"GLRI",1,176.7696228,"USGS","Rock Cut",46.2648,-84.1912,9076024,176.71,-0.0596228,176.827,0.057377199999991,176.566,-0.203622800000005,176.72,-0.049622800000009,2676.65762742613,0,5119.19287109375,1182.08251953125,-21.3267768084255,-8.74753193758783,2.43803360314526,NA,NA
"13",711,-84.246169999346,46.2161499960256,249627.655723373,5123186.92713481,"2015-07-31","07-31",7,2015,"GLRI",1,176.7696228,"USGS","Rock Cut",46.2648,-84.1912,9076024,176.71,-0.0596228,176.827,0.057377199999991,176.566,-0.203622800000005,176.72,-0.049622800000009,2676.65762742613,0,5119.19287109375,1182.08251953125,-21.3267768084255,-8.74753193758783,2.43803360314526,NA,NA
"14",712,-84.2462700003602,46.2162370009369,249620.338970072,5123196.90951202,"2015-07-31","07-31",7,2015,"GLRI",1,176.8043518,"USGS","Rock Cut",46.2648,-84.1912,9076024,176.71,-0.094351799999998,176.827,0.022648199999992,176.566,-0.238351800000004,176.72,-0.084351800000007,2669.63932961691,0,5119.19287109375,1182.08251953125,-19.939037358976,-7.99350768059794,2.71737676254581,NA,NA
"15",713,-84.2462700003602,46.2162370009369,249620.338970072,5123196.90951202,"2015-07-31","07-31",7,2015,"GLRI",1,176.8043518,"USGS","Rock Cut",46.2648,-84.1912,9076024,176.71,-0.094351799999998,176.827,0.022648199999992,176.566,-0.238351800000004,176.72,-0.084351800000007,2669.63932961691,0,5119.19287109375,1182.08251953125,-19.939037358976,-7.99350768059794,2.71737676254581,NA,NA
"16",714,-84.2463329996681,46.2163159955868,249615.839548474,5123205.8850693,"2015-07-31","07-31",7,2015,"GLRI",1,176.7960815,"USGS","Rock Cut",46.2648,-84.1912,9076024,176.71,-0.086081500000006,176.827,0.030918499999984,176.566,-0.230081500000011,176.72,-0.076081500000015,2665.44030882456,0,5119.19287109375,1182.08251953125,-20.7690536517263,-6.74247703002099,3.15024158560859,NA,NA
"17",715,-84.2463329996681,46.2163159955868,249615.839548474,5123205.8850693,"2015-07-31","07-31",7,2015,"GLRI",1,176.7960815,"USGS","Rock Cut",46.2648,-84.1912,9076024,176.71,-0.086081500000006,176.827,0.030918499999984,176.566,-0.230081500000011,176.72,-0.076081500000015,2665.44030882456,0,5119.19287109375,1182.08251953125,-20.7690536517263,-6.74247703002099,3.15024158560859,NA,NA
"18",416,-84.2526540006815,46.2021579991924,249063.801551893,5121652.86453687,"2017-08-22","08-22",8,2017,"GLRI",1,176.4135742,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.927,0.513425799999993,177.198,0.784425800000008,176.721,0.307425800000004,176.98,0.56642579999999,2567.33034866036,19.5371381232672,10595.6669921875,2434.86010742188,-16.9546347385874,-7.54133532197662,2.03391148385875,0.509380519390106,-0.363096654415131
"19",432,-84.2528350000352,46.2030659969982,249053.976812346,5121754.31898502,"2017-08-22","08-22",8,2017,"GLRI",1,176.4702454,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.927,0.456754599999982,177.198,0.727754599999997,176.721,0.250754599999993,176.98,0.50975459999998,2502.76525026885,22.8834833185215,10215.0810546875,2344.88256835938,-16.0836977839216,-5.89135629624319,2.57846172358966,0.416963189840317,-0.272762507200241
"20",490,-84.2527669995973,46.2039779976865,249063.379222399,5121855.43020411,"2017-08-22","08-22",8,2017,"GLRI",1,176.5991516,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.927,0.327848399999993,177.198,0.598848400000008,176.721,0.121848400000005,176.98,0.380848399999991,2457.42667341092,14.1556389057767,10039.3427734375,2304.64599609375,-14.430049915181,-9.12964075262773,1.57828939722889,0.500749886035919,-0.448232024908066
"21",693,-84.2454740005247,46.2155140035685,249678.44194011,5123114.06828319,"2017-08-22","08-22",8,2017,"GLRI",1,176.8076172,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.927,0.119382799999983,177.198,0.390382799999998,176.721,-0.086617200000006,176.98,0.17238279999998,2726.4190519759,73.4501802473864,5210.154296875,1209.58898925781,-15.1029488271712,-8.11259439092271,1.80628393191517,0.478276520967484,-0.4906325340271
"22",1390,-84.2528840004962,46.2049039963224,249058.574160404,5121958.68211072,"2017-08-22","08-22",8,2017,"GLRI",1,177.2419739,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.927,-0.314973900000012,177.198,-0.043973899999997,176.721,-0.520973900000001,176.98,-0.261973900000015,2402.01501449854,3.28287725510551,0,0,-17.736096463193,-8.31689305883253,2.07866900769956,0.346394211053848,-0.394972383975983
"23",720,-84.2392870002948,46.2165739966927,250160.432511462,5123212.32126438,"2017-08-23","08-23",8,2017,"GLRI",1,176.4814453,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.951,0.469554700000003,177.198,0.716554700000017,176.721,0.239554700000014,176.98,0.4985547,3209.95074393754,123.166564847896,6444.6435546875,1477.33862304688,-15.86606097806,-6.33305460871673,2.59358432522138,0.456421792507172,-0.313413888216019
"24",688,-84.2385539997672,46.2146520042866,250208.241533372,5122996.47117693,"2017-08-24","08-24",8,2017,"GLRI",1,176.1695251,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.95,0.780474900000002,177.198,1.02847490000002,176.721,0.551474900000017,176.98,0.810474900000003,3258.29766931391,68.3637325658708,4640.97119140625,1096.98425292969,-18.9936582746567,-7.82687115709647,2.27792968203817,0.476398468017578,-0.382038682699203
"25",470,-84.2514929993025,46.2036500041444,249160.164031107,5121814.95813403,"2018-08-08","08-08",8,2018,"GLRI",1,175.8843994,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,1.05460059999999,177.082,1.19760059999999,176.747,0.862600600000007,176.928,1.04360059999999,2561.33301956538,19.6599254075911,10631.8994140625,2441.26953125,-15.8318751456963,-6.60192021718036,2.30528796188973,0.289562284946442,-0.213130354881287
"26",504,-84.2518729997391,46.2041070000381,249132.932091863,5121866.93408586,"2018-08-08","08-08",8,2018,"GLRI",1,176.1915588,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.747441199999997,177.082,0.890441199999998,176.747,0.555441200000018,176.928,0.736441200000002,2511.70996568795,16.0374575839752,10192.53515625,2344.70629882812,-19.1231108953732,-9.12166120430221,1.80829364617218,0.268122285604477,-0.14477676153183
"27",666,-84.2418789993163,46.2119250035361,249939.404422853,5122703.97283125,"2018-08-08","08-08",8,2018,"GLRI",1,176.6916199,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.247380099999987,177.082,0.390380099999987,176.747,0.055380100000008,176.928,0.236380099999991,3015.23346571433,3.11796372194724,8664.1689453125,1986.27465820312,-18.4954349061912,-9.98563481636371,1.86121650302556,0.448979586362839,-0.452454656362534
"28",667,-84.2419139991317,46.2119389987858,249936.768433021,5122705.63814064,"2018-08-08","08-08",8,2018,"GLRI",1,176.669281,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.269718999999981,177.082,0.412718999999981,176.747,0.077719000000002,176.928,0.258718999999985,3012.39627594994,3.11796372194724,8664.1689453125,1986.27465820312,-18.4954349061912,-9.98563481636371,1.86121650302556,0.448979586362839,-0.452454656362534
"29",669,-84.2374169994949,46.2127899984597,250287.487410409,5122786.01387785,"2018-08-08","08-08",8,2018,"GLRI",1,176.3803101,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.55868989999999,177.082,0.701689899999991,176.747,0.366689900000011,176.928,0.547689899999995,3351.43969298765,5.94613891965947,8009.27490234375,1869.42333984375,-18.7828270546921,-10.0594719639445,1.76321055522834,0.413031160831451,-0.284813761711121
"30",670,-84.2375110002324,46.2128030008578,250280.296141547,5122787.75455614,"2018-08-08","08-08",8,2018,"GLRI",1,176.3694305,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.5695695,177.082,0.712569500000001,176.747,0.377569500000021,176.928,0.558569500000004,3344.11310631022,1.82477950437644,8009.27490234375,1869.42333984375,-17.9343673479577,-9.91914602576925,1.81950989428588,0.413031160831451,-0.284813761711121
"31",671,-84.2374889992179,46.2128090029332,250282.02030673,5122788.35211338,"2018-08-08","08-08",8,2018,"GLRI",1,176.4013672,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.537632799999983,177.082,0.680632799999984,176.747,0.345632800000004,176.928,0.526632799999987,3345.77109970351,1.82477950437644,8009.27490234375,1869.42333984375,-17.9343673479577,-9.91914602576925,1.81950989428588,0.413031160831451,-0.284813761711121
"32",697,-84.2445819998594,46.2157439997858,249748.284186176,5123136.80568944,"2018-08-08","08-08",8,2018,"GLRI",1,176.2298889,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.709111100000001,177.082,0.852111100000002,176.747,0.517111100000022,176.928,0.698111100000006,2796.36358415507,73.4501802473864,5217.50390625,1185.28210449219,-23.8307928585509,-11.8803588895145,1.86540579123635,0.560531854629517,-0.425149708986282
"33",1414,-84.2524430008438,46.2051279958603,249093.614094465,5121982.17371204,"2018-08-08","08-08",8,2018,"GLRI",1,176.8203888,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.118611200000004,177.082,0.261611200000004,176.747,-0.073388799999975,176.928,0.107611200000008,2421.74643230086,4.5031615524399,0,0,-14.6816013197899,-7.75646400813662,1.87784768012769,0.461121171712875,-0.314285725355148
"34",1430,-84.2528109998277,46.2056240043444,249067.487213387,5122038.44647438,"2018-08-08","08-08",8,2018,"GLRI",1,176.8273468,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.939,0.111653200000006,177.082,0.254653200000007,176.747,-0.080346799999973,176.928,0.100653200000011,2372.6663336251,35.0010847589543,0,0,-16.5380104862407,-11.3280380030918,1.58028257996903,0.601922333240509,-0.520432710647583
"35",681,-84.2374330002327,46.2138390000699,250291.012509502,5122902.61217085,"2018-08-09","08-09",8,2018,"GLRI",1,176.537674,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.942,0.404325999999998,177.082,0.544325999999984,176.747,0.209326000000004,176.928,0.390325999999988,3345.6019872383,40.5460694202758,5448.30859375,1303.05358886719,-15.2155822144636,-8.7673234478161,1.79796396089662,0.436211705207825,-0.341614902019501
"36",685,-84.2373410004867,46.2141979986388,250299.737018101,5122942.20846733,"2018-08-09","08-09",8,2018,"GLRI",1,176.2576752,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.942,0.684324800000013,177.082,0.824324799999999,176.747,0.48932480000002,176.928,0.670324800000003,3352.06039843373,40.5460694202758,6160.0771484375,1466.84155273438,-15.1670716208798,-7.77394303168962,1.7487087782637,0.42819955945015,-0.371074736118317
"37",687,-84.2374680000481,46.2145550034107,250291.56156258,5122982.27299162,"2018-08-09","08-09",8,2018,"GLRI",1,176.5014954,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.942,0.440504599999997,177.082,0.580504599999983,176.747,0.245504600000004,176.928,0.426504599999987,3342.09049414371,40.5236174039397,5454.63671875,1301.13830566406,-15.6482708786787,-7.61603032889405,2.25620912808009,0.404966562986374,-0.311490118503571
"38",689,-84.2377270003008,46.2148719973448,250273.023899994,5123018.30795566,"2018-08-09","08-09",8,2018,"GLRI",1,176.6700897,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.942,0.271910300000002,177.082,0.411910299999988,176.747,0.076910300000009,176.928,0.257910299999992,3322.3463695491,40.5236174039397,5923.8525390625,1398.19201660156,-14.7780281370206,-9.44211542534981,1.68025671930143,0.458399564027786,-0.38753867149353
"39",719,-84.2429990006033,46.2165210032418,249873.905486029,5123218.13805739,"2018-08-09","08-09",8,2018,"GLRI",1,176.4016571,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.942,0.540342900000013,177.082,0.680342899999999,176.747,0.34534290000002,176.928,0.526342900000003,2923.77846395663,21.0685719398919,5330.77734375,1189.06860351562,-16.7824352071024,-6.81230182919939,2.30725587010686,0.46201965212822,-0.379546999931335
"40",723,-84.2429550003729,46.2167079965768,249878.148855296,5123238.77488227,"2018-08-09","08-09",8,2018,"GLRI",1,176.7979431,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.942,0.14405690000001,177.082,0.284056899999996,176.747,-0.050943099999984,176.928,0.1300569,2928.83372440819,6.99294469996357,5330.77734375,1189.06860351562,-17.4155887659119,-5.90008196341534,2.57747449609908,0.419782876968384,-0.324078500270844
"41",725,-84.2429329993584,46.2167690020878,249880.122932379,5123245.48340634,"2018-08-09","08-09",8,2018,"GLRI",1,176.7642365,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.942,0.177763499999998,177.082,0.317763499999984,176.747,-0.017236499999996,176.928,0.163763499999988,2931.10186331571,6.99294469996357,5687.0302734375,1268.16662597656,-17.4155887659119,-5.90008196341534,2.57747449609908,0.419782876968384,-0.324078500270844
"42",1462,-84.2048329996432,46.2217320034293,252840.849855439,5123677.39744384,"2019-08-29","08-29",8,2019,"GLRI",1,176.7166748,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.328,0.61132520000001,177.577,0.860325200000005,177.146,0.429325199999994,177.324,0.60732520000002,5915.82505780567,13.651579143732,0,0,-13.6062677221702,-7.73030381813871,1.64311245956756,0.473058819770813,-0.386796444654465
"43",1463,-84.2049619992968,46.2218160019071,252831.279058855,5123687.1321994,"2019-08-29","08-29",8,2019,"GLRI",1,176.714386,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.328,0.613614000000013,177.577,0.862614000000008,177.146,0.431613999999996,177.324,0.609614000000022,5907.23643502735,13.651579143732,4859.874,1059.044,-14.0684721644159,-7.04819055698306,1.99604026745239,0.417079895734787,-0.225351065397263
"44",1427,-84.2524239990682,46.2053960037226,249096.301307068,5122011.89018793,"2020-08-03","08-03",8,2020,"GLRI",1,177.1156769,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.395,0.279323099999999,177.532,0.4163231,177.187,0.071323100000001,177.396,0.280323099999976,2410.40578685014,10.9337653172725,0,0,-14.4775961058522,-9.71743721110736,1.50030913859273,0.510951519012451,-0.442703545093536
"45",1432,-84.2527409992976,46.2059349962032,249074.304492316,5122072.77722798,"2020-08-03","08-03",8,2020,"GLRI",1,177.1232605,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.395,0.271739500000024,177.532,0.408739500000024,177.187,0.063739500000025,177.396,0.2727395,2363.43888950314,35.0010847589543,0,0,-15.533547480271,-9.31406934296981,1.64042574189629,0.553088128566742,-0.436739653348923
"46",1437,-84.253431999687,46.2064580041337,249023.385443495,5122133.07214422,"2020-08-03","08-03",8,2020,"GLRI",1,177.0283508,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.395,0.366649200000012,177.532,0.503649200000012,177.187,0.158649200000013,177.396,0.367649199999988,2291.40121291575,35.0554492753149,0,0,-18.0777982250546,-9.82956913499012,1.84986398971809,0.467980295419693,-0.276428580284119
"47",1438,-84.2536990003086,46.2067129970073,249003.951945859,5122162.24788232,"2020-08-03","08-03",8,2020,"GLRI",1,177.290329,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.395,0.104670999999996,177.532,0.241670999999997,177.187,-0.103329000000002,177.396,0.105670999999973,2261.43071925877,12.206976836201,0,0,-20.7793935790185,-9.91856951502488,2.01497351445412,0.384410381317139,-0.213913038372993
"48",1439,-84.2537829996857,46.2068060021953,248997.896421422,5122172.84698168,"2020-08-03","08-03",8,2020,"GLRI",1,177.3732147,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.395,0.021785300000005,177.532,0.158785300000005,177.187,-0.186214699999994,177.396,0.022785299999981,2251.49188319579,12.206976836201,0,0,-18.9967609907417,-10.2966624693465,1.8450498758151,0.458770602941513,-0.308992564678192
"49",1259,-84.1093710004712,46.1559009956345,259915.928454972,5116070.13122577,"2020-08-04","08-04",8,2020,"GLRI",1,177.7212524,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,177.368,-0.353252400000002,177.532,-0.189252399999987,177.187,-0.534252399999986,177.396,-0.325252400000011,7846.12767294909,628.86257469097,0,0,-14.8695771476245,-9.51432691673171,1.57688866885602,0.779257774353027,-0.623565196990967
"50",726,-84.2446390006893,46.2168799964147,249749.053637975,5123263.19898361,"2020-08-14","08-14",8,2020,"GLRI",1,177.1161499,"USGS","Rock Cut",46.2648,-84.1912,9076024,177.412,0.295850099999996,177.532,0.4158501,177.187,0.070850100000001,177.396,0.279850099999976,2801.06806578273,126.395636262344,5310.947265625,1190.72094726562,-19.1487137213984,-11.4163833730754,1.8306505755603,0.141673564910889,-0.042056076228619
"51",1473,-84.1446460003126,46.2308999999351,257522.727899656,5124510.11818554,"2021-08-30","08-30",8,2021,"GLRI",1,176.9861755,"NOAA_USACE","Rock Cut",46.2648,-84.1912,9076024,176.957,-0.029175500000008,177.257,0.270824500000003,176.858,-0.128175499999998,176.998,0.011824499999989,4898.81849525414,81.1188724508502,0,0,-15.1702501113689,-10.6564731753962,1.67117674010371,0.505082070827484,-0.394718557596207
"52",1110,-84.4053428500924,45.9465676097075,236067.697778896,5093751.03852855,"2020-08-26","08-26",8,2020,"MISIN",1,177.7831116,"USGS","Little Rapids",46.4858,-84.3017,9076033,177.57,-0.213111600000019,177.667,-0.116111600000011,177.306,-0.477111600000001,177.537,-0.246111600000006,6344.3706694464,3132.86262985525,0,0,-11.7737516728933,-8.67700412326833,1.48848575125577,0.604579567909241,-0.480035781860352
"53",844,-84.580241827417,46.0308769754086,222934.151166501,5103712.36179435,"2023-07-25","07-25",7,2023,"MISIN",1,176.8086548,"NOAA_USACE","Little Rapids",46.4858,-84.3017,9076033,176.991,0.182345200000015,177.084,0.275345200000004,176.818,0.009345200000013,176.975,0.166345199999995,6998.19256078072,2824.52785345826,13823.890625,2623.44921875,-18.6016954545777,-12.3943062017176,1.49166120487578,0.038209430873394,-0.022185701876879
"54",1531,-84.6933423932773,46.0232625439066,214142.711401821,5103266.76998817,"2023-07-26","07-26",7,2023,"MISIN",1,177.0961609,"NOAA_USACE","Little Rapids",46.4858,-84.3017,9076033,176.975,-0.121160900000007,177.084,-0.012160899999998,176.818,-0.278160899999989,176.975,-0.121160900000007,394.821373060849,6158.4590679847,0,0,-15.6953930681963,-11.0271851376657,1.48437247718603,0.31306454539299,-0.30118665099144
"55",158,-84.0690299999345,46.0917099996169,262755.026463087,5108817.07089458,"2015-07-23","07-23",7,2015,"MISIN",1,NA,"","De Tour Village",45.9925,-83.8982,9075099,176.7,NA,176.761,NA,176.626,NA,176.697,NA,65.7971672618517,0,7009.1787109375,1671.49133300781,-26.7245673877876,-15.1361646186828,1.53597468419245,NA,NA
"56",159,-84.0690299999345,46.0917099996169,262755.026463087,5108817.07089458,"2015-07-23","07-23",7,2015,"MISIN",1,NA,"","De Tour Village",45.9925,-83.8982,9075099,176.7,NA,176.761,NA,176.626,NA,176.697,NA,65.7971672618517,0,7009.1787109375,1671.49133300781,-26.7245673877876,-15.1361646186828,1.53597468419245,NA,NA
"57",160,-84.0717300003392,46.0936599996094,262554.692281737,5109041.78676211,"2015-07-23","07-23",7,2015,"MISIN",1,176.0002747,"NOAA_USACE","De Tour Village",45.9925,-83.8982,9075099,176.7,0.699725299999983,176.761,0.76072529999999,176.626,0.625725299999999,176.697,0.696725299999997,346.967067570726,0,9795.36328125,2301.70874023438,-16.517121625914,-7.14253273573884,2.66839492951359,NA,NA
"58",161,-84.0717300003392,46.0936599996094,262554.692281737,5109041.78676211,"2015-07-23","07-23",7,2015,"MISIN",1,176.0002747,"NOAA_USACE","De Tour Village",45.9925,-83.8982,9075099,176.7,0.699725299999983,176.761,0.76072529999999,176.626,0.625725299999999,176.697,0.696725299999997,346.967067570726,0,9795.36328125,2301.70874023438,-16.517121625914,-7.14253273573884,2.66839492951359,NA,NA
"59",175,-84.0585499995828,46.113680000132,263659.114846765,5111226.76258648,"2015-07-23","07-23",7,2015,"MISIN",1,176.3227386,"NOAA_USACE","De Tour Village",45.9925,-83.8982,9075099,176.7,0.377261399999981,176.761,0.438261399999988,176.626,0.303261399999997,176.697,0.374261399999995,2638.05707786656,0,7008.81591796875,1669.48510742188,-19.8357495444073,-8.8382724183619,2.47782490133047,NA,NA
"60",176,-84.0585499995828,46.113680000132,263659.114846765,5111226.76258648,"2015-07-23","07-23",7,2015,"MISIN",1,176.3227386,"NOAA_USACE","De Tour Village",45.9925,-83.8982,9075099,176.7,0.377261399999981,176.761,0.438261399999988,176.626,0.303261399999997,176.697,0.374261399999995,2638.05707786656,0,7008.81591796875,1669.48510742188,-19.8357495444073,-8.8382724183619,2.47782490133047,NA,NA
"61",183,-84.0525699999055,46.1161499998227,264131.733436437,5111483.41032576,"2015-07-23","07-23",7,2015,"MISIN",1,176.3703918,"NOAA_USACE","De Tour Village",45.9925,-83.8982,9075099,176.7,0.329608199999996,176.761,0.390608200000003,176.626,0.255608200000012,176.697,0.32660820000001,3063.08621964386,0,8884.37890625,2124.05981445312,-21.0325997887667,-11.7368431095547,2.06457770359705,NA,NA
"62",184,-84.0525699999055,46.1161499998227,264131.733436437,5111483.41032576,"2015-07-23","07-23",7,2015,"MISIN",1,176.3703918,"NOAA_USACE","De Tour Village",45.9925,-83.8982,9075099,176.7,0.329608199999996,176.761,0.390608200000003,176.626,0.255608200000012,176.697,0.32660820000001,3063.08621964386,0,8884.37890625,2124.05981445312,-21.0325997887667,-11.7368431095547,2.06457770359705,NA,NA
"63",185,-84.0492299996647,46.1188100001814,264401.148721091,5111769.03104443,"2015-08-03","08-03",8,2015,"MISIN",1,176.2798004,"NOAA_USACE","De Tour Village",45.9925,-83.8982,9075099,176.708,0.428199599999999,176.805,0.525199600000008,176.625,0.345199600000001,176.7,0.420199599999989,3441.50199555562,0,9293.6435546875,2187.42260742188,-21.7230992260875,-9.75724603389197,2.26508055446251,NA,NA
